iteration,m,total_migration,pop,numClusters,mutation_rate,recombination_rate,pi_loss,fst_loss,ibd_loss,dxy_loss,genrel_loss
0,4.3968739915773376e-05,0.0407886333054294,14616.151983088113,3,4.555388568295536e-07,2.75e-06,0.024132185966739494,0.009567516595725151,0.0005830579758650689,0.00031392622197796066,2.315423395168233e-05
1,4.46354984599535e-06,0.13732640476277697,6416.661271568737,2,4.6902547024193923e-07,2.75e-06,0.022527950205776092,0.005971520146658096,0.0005135542439076948,0.00014684549344780393,2.5769440987799873e-05
2,1.589438935297762e-05,0.04170170832706196,3036.411784573814,1,4.6743198433435847e-07,2.75e-06,0.02341263245764445,0.014580644586338037,0.0005164548648704141,0.0002252251308994095,1.9348046378206704e-05
3,8.209451665644521e-05,0.29669210302267884,15014.897212643882,2,4.6402639266643726e-07,2.75e-06,0.02203295839122567,0.005804069163107682,0.0008231442440512574,0.0001705681256209527,3.137123511784579e-05
4,0.0002993972595943682,0.16573389365022714,3189.942642338374,1,4.783635601080874e-07,2.75e-06,0.0346148283009591,0.030042912276530293,0.03146988077814767,0.00022667581090484885,0.0004845529364110155
