iteration,m,total_migration,pop,numClusters,mutation_rate,recombination_rate,pi_loss,fst_loss,ibd_loss,dxy_loss,genrel_loss
0,0.00017728356700836266,0.07900901399577982,7956.227893917629,1,4.771444634903671e-07,2.75e-06,0.03723119853943257,0.012791512442364228,0.010702536005295825,0.0003035179413071894,9.998331012138278e-05
1,0.005168389595367386,0.11530802935102276,23654.97428204373,2,4.735697945020088e-07,2.75e-06,0.026934607745832128,0.0400984771312215,0.009787812738132127,0.0002373943782592782,0.00018634885028629802
2,0.0001118269502008109,0.24994048783894024,19595.46964852652,3,4.585680869658071e-07,2.75e-06,0.020329750031017106,0.005817499979916322,0.0026545723588323068,0.00021329042532458687,3.176546468718813e-05
3,0.0004888675263377237,0.19297832448889543,3987.3829522379224,3,4.731322139953792e-07,2.75e-06,0.05371336383426128,0.052316971555060904,0.04963477665954349,0.00023006238851497145,0.0007981321004181234
4,0.0002513187105120643,0.1723540354246671,3602.9823402989737,2,4.57401473320086e-07,2.75e-06,0.052756172218718124,0.031992147672318366,0.03195483727458803,0.00040093976139116827,0.000503284822769518
