iteration,m,total_migration,pop,numClusters,mutation_rate,recombination_rate,pi_loss,fst_loss,ibd_loss,dxy_loss,genrel_loss
0,0.0009140514175785455,0.16919262752458344,8826.076419691057,1,4.6516708169360185e-07,2.75e-06,0.02831876646813956,0.024602663112108004,0.013721708538500075,0.00017594137684145378,0.00017279065263682103
1,8.296958820788761e-05,0.28410733328377813,19329.009063728638,2,4.688197170793369e-07,2.75e-06,0.03034713577756958,0.005894539275833821,0.0007195706930658488,0.0001411307040813905,3.1749085911870544e-05
2,2.5579795753107136e-05,0.03627294825349248,3732.761902582924,3,4.643315020068544e-07,2.75e-06,0.031729354299972166,0.037639173041226125,0.0010400694272896807,0.0001417978934793025,8.414110041334883e-05
3,0.0007040423438243253,0.27431973766842754,18379.545641058347,2,4.678520630260212e-07,2.75e-06,0.035207437681772515,0.013146169335157637,0.009441565442005055,0.00028185716656071655,7.78073688288351e-05
4,0.00022726685893053713,0.12729144654881516,6680.249761574393,3,4.651388807627278e-07,2.75e-06,0.035152655897891204,0.02527840019973024,0.024237866393033658,0.0001811114468952625,0.0002870194048262984
