iteration,m,total_migration,pop,numClusters,mutation_rate,recombination_rate,pi_loss,fst_loss,ibd_loss,dxy_loss,genrel_loss
0,6.4431511717451675e-06,0.07028850898485321,22361.97821748599,2,4.605050400371515e-07,2.75e-06,0.024251519698316498,0.005677037676250334,0.0005061861310551792,0.00014181185687648179,3.108930627872183e-05
1,7.926135593329798e-05,0.2909384704112321,20815.488645739,3,4.631167391632195e-07,2.75e-06,0.02098389739880989,0.005883229809223786,0.0006276441002236737,0.0002024722767676832,3.160444804182212e-05
2,0.0009450568040785161,0.2714575349839207,4471.800016831123,1,4.722209030734969e-07,2.75e-06,0.045622707478762736,0.04246525192763161,0.027205315523068607,0.00022913337916857148,0.0005353723832575474
3,5.680507635637372e-05,0.2735147881005929,15765.247490011847,3,4.6292030193634823e-07,2.75e-06,0.022336558509716126,0.005910009092014875,0.0005236603379462972,0.0001658752214341554,3.118249888867974e-05
4,7.781365964328744e-05,0.2095831567173887,21718.0176757619,3,4.6078770099473353e-07,2.75e-06,0.02638820723718649,0.005679863482655909,0.0006682720128457464,0.00013676528875053074,3.1389240697209194e-05
