iteration,m,total_migration,pop,numClusters,mutation_rate,recombination_rate,pi_loss,fst_loss,ibd_loss,dxy_loss,genrel_loss
0,0.0007369720313755732,0.15055210369077712,7170.322847209496,2,4.712941398425541e-07,2.75e-06,0.03206146785524385,0.03489922197299237,0.024305285178530252,0.0002125249307641779,0.0003869585282597311
1,0.0003901793561959644,0.2459805505662,9729.646442684694,1,4.686411533506832e-07,2.75e-06,0.0236722777734828,0.012232455963632127,0.011153254808273491,0.0001532514344397833,9.726430887922406e-05
2,0.0001699759734108545,0.04365101428045809,10586.837481183791,3,4.8147332945496e-07,2.75e-06,0.03895098723849362,0.02262302791397794,0.013751149875792602,0.00043029696666289875,0.0001304684739702388
3,5.260539041150738e-05,0.017933256241021187,19605.483818949262,3,4.729813573619096e-07,2.75e-06,0.03139572966778848,0.015816020529723394,0.001403037759296492,0.00029177238391492636,2.1001621308158284e-05
4,3.26507570107442e-05,0.25691289709559745,12119.711476598713,1,4.631469021640183e-07,2.75e-06,0.02342973905536512,0.0062451165030610505,0.0004964646252511441,0.000155542368852871,3.196039144951148e-05
