iteration,m,total_migration,pop,numClusters,mutation_rate,recombination_rate,pi_loss,fst_loss,ibd_loss,dxy_loss,genrel_loss
0,5.488124599742998e-05,0.0404225434520461,2956.6492061968092,2,4.703891316511026e-07,2.75e-06,0.02744288834561932,0.03244683163281137,0.0052632578613097634,0.00014296175044622625,0.00012435117803166014
1,1.324238356510939e-05,0.03682853847649946,9110.060207639217,1,4.6889234248615153e-07,2.75e-06,0.038343677620020625,0.006929257383304451,0.0005066927921087882,0.00024325088144544146,2.6676698351593323e-05
2,0.00016685801037006267,0.031626446189986085,18250.04887690254,1,4.661846088247316e-07,2.75e-06,0.020303450758541158,0.008410957328832023,0.004330756837895636,0.00019771977260399612,3.2909640567757033e-05
3,1.559666311830299e-05,0.03870146176225155,22875.10264308627,1,4.636333061247281e-07,2.75e-06,0.031710047205539764,0.005689835335448766,0.0005086453604241352,0.0001526391220458892,3.1516329824720535e-05
4,0.00017528618692153633,0.12804889852067605,24648.688698687278,1,4.5650581633913306e-07,2.75e-06,0.021356580183311144,0.006248001984255246,0.003382922922054955,0.0003051642682766964,3.173914110830366e-05
