iteration,m,total_migration,pop,numClusters,mutation_rate,recombination_rate,pi_loss,fst_loss,ibd_loss,dxy_loss,genrel_loss
0,0.00037291129277046523,0.27425548683257883,5396.583333567574,1,4.726692315501924e-07,2.75e-06,0.02994723868299663,0.01866918737781374,0.019338619247822028,0.0001864648534215012,0.00023304901251077837
1,0.00018198125342263916,0.17307295200314896,15407.510318541892,3,4.670933103008862e-07,2.75e-06,0.026299701424016424,0.010870148945208108,0.009616628743462365,0.00014514087536557677,7.51045275347711e-05
2,0.00029306876774191595,0.06518130678299373,17055.570666219,1,4.643218325481819e-07,2.75e-06,0.021172092443494623,0.008837683648909871,0.00570977812437764,0.0001512359394041661,4.000220162113106e-05
3,2.7880954129490183e-05,0.020679769216524233,22200.522060941104,1,4.5396733613897143e-07,2.75e-06,0.02431541936006378,0.00623366715027392,0.00046562381956447566,0.0003680797706263342,3.0406323294921182e-05
4,0.0002311929873101811,0.04596890644790776,22463.816375792398,3,4.784810919317016e-07,2.75e-06,0.0498927882412035,0.01247440698953252,0.007591303030277077,0.00047978844434920395,5.1407175845406376e-05
