iteration,m,total_migration,pop,numClusters,mutation_rate,recombination_rate,pi_loss,fst_loss,ibd_loss,dxy_loss,genrel_loss
0,0.0008511522403231861,0.2802398445379807,16618.29811456882,2,4.6535094903238823e-07,2.75e-06,0.023749876474485135,0.01575562128670373,0.011294153375845856,0.00015787581381083963,0.0001028816413495862
1,6.094395932545322e-05,0.04791115728217369,8371.546272616928,3,4.623255893553674e-07,2.75e-06,0.020573988820471113,0.014102077380367813,0.002136360056958742,0.0001440306704511425,2.9432774792009754e-05
2,0.00021732230736607822,0.005537256676733514,10804.427582780892,1,4.716055599916235e-07,2.75e-06,0.021472463516218687,0.03745806982418325,0.005243696081240017,0.0003516324527503955,7.48592966360655e-05
3,6.260241521139316e-05,0.17568486582714482,24227.089337387268,2,4.549499199206028e-07,2.75e-06,0.021142214630795176,0.005916556551136321,0.0005547762991309996,0.0002890431335159605,3.1896083958534e-05
4,6.761947835793032e-05,0.05652006972463614,19299.311020874527,2,4.6793622996076615e-07,2.75e-06,0.02970966929777925,0.005875517798745788,0.0013103715379673678,0.00015137133614935344,2.9613171786112698e-05
