rep,seed,slim_s,total_s,pi_loss,fst_loss,ibd_loss,dxy_loss,genrel_loss
1,1003,62.708852800002205,1215.720774100002,0.02096330105550172,0.008714881857856849,0.004902199422408926,0.00015259038527769603,0.00011836832276592895
