0,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32
0,0,48053,80100,67909,19562,105064,54811,53251,33566,57506,17913,64099,74650,23515,35942,60059,60320,24654,42768,99245,41700,47557,13657,76273,107163,55495,65735,94074,65227,35437,51587,74897,44796
1,48053,0,36257,113449,28977,57034,31259,7318,25304,33910,48383,111571,36982,38983,22420,12073,19286,23510,7552,58227,14316,95611,37074,28646,60289,8002,29350,46312,19495,12876,12972,27180,28160
2,80100,36257,0,147600,63027,33929,61743,29106,61511,32969,74208,144116,13379,75070,45241,26488,19780,56206,38418,22390,50013,126573,71495,15529,28873,32993,51409,22061,16836,46060,28550,27118,40655
3,67909,113449,147600,0,84811,169679,107076,119620,91678,124754,79315,14830,142559,76408,103839,125431,127889,91416,109464,167148,103158,31199,76460,142085,173692,119896,121938,159625,132026,101834,119063,138471,112225
4,19562,28977,63027,84811,0,85960,37932,34827,16604,46110,26576,82593,59608,16436,23211,41051,43544,7304,24681,83536,22380,66902,8476,57549,88946,36134,47013,75275,47215,17033,34703,55470,33906
5,105064,57034,33929,169679,85960,0,68668,52148,78332,66474,103159,168499,47125,93535,74033,45005,49085,80440,62627,39148,66591,152616,93855,29259,15248,49945,53666,12238,41531,69668,56044,31302,72250
6,54811,31259,61743,107076,37932,68668,0,37374,21529,65009,64443,109359,66390,33456,48746,35810,49350,38653,36299,83977,19964,97696,41183,48452,77777,29792,15519,61985,46040,34730,44218,39255,57498
7,53251,7318,29106,119620,34827,52148,37374,0,32589,29189,51444,117193,29801,45974,23231,8113,12187,28625,10514,50948,21588,100689,43164,23059,54126,8916,32978,40860,12539,17895,8000,24241,26072
8,33566,25304,61511,91678,16604,78332,21529,32589,0,53526,43176,91905,61679,15273,32795,35899,44084,18927,25604,83530,11960,78409,19915,52244,83984,29619,32527,69017,44689,19976,36208,47029,43170
9,57506,33910,32969,124754,46110,66474,65009,29189,53526,0,46389,118892,21465,61994,22932,35166,20848,38956,29070,45063,46159,100014,53763,40486,61406,38097,62167,54293,29251,33552,21331,48307,12741
10,17913,48383,74208,79315,26576,103159,64443,51444,43176,46389,0,72594,66188,38183,29283,59297,55019,26887,41413,90786,47296,53629,26231,73907,102690,56381,72300,91379,61724,35858,47205,75292,34606
11,64099,111571,144116,14830,82593,168499,109359,117193,91905,118892,72594,0,137866,76933,99311,123645,124341,88581,106770,162577,102741,19924,74653,140103,171230,118568,123531,157858,129299,99302,115657,137673,106725
12,74650,36982,13379,142559,59608,47125,66390,29801,61679,21465,66188,137866,0,73591,38730,30837,17703,52376,36432,24712,51291,119558,67986,26402,40291,36598,58596,35409,20853,43538,25647,37253,31612
13,23515,38983,75070,76408,16436,93535,33456,45974,15273,61994,38183,76933,73591,0,39312,50367,56529,23140,37255,96600,26968,64306,12037,66943,98753,44331,46725,84007,58441,30073,47997,62242,50099
14,35942,22420,45241,103839,23211,74033,48746,23231,32795,22932,29283,99311,38730,39312,0,31338,25785,16173,14881,63383,28783,81404,30854,44843,73481,29995,50937,62157,32517,14033,17990,47472,10802
15,60059,12073,26488,125431,41051,45005,35810,8113,35899,35166,59297,123645,30837,50367,31338,0,15218,35442,17951,48877,24041,107611,49123,16675,48454,6526,28230,34251,10229,24685,15213,16146,33739
16,60320,19286,19780,127889,43544,49085,49350,12187,44084,20848,55019,124341,17703,56529,25785,15218,0,36578,19301,40148,33590,106889,52020,20750,47696,19847,43359,36955,8581,26786,8852,27485,23272
17,24654,23510,56206,91416,7304,80440,38653,28625,18927,38956,26887,88581,52376,23140,16173,35442,36578,0,18193,76425,20446,72181,15609,51622,82665,31175,45425,69421,40764,10783,27726,50588,26959
18,42768,7552,38418,109464,24681,62627,36299,10514,25604,29070,41413,106770,36432,37255,14881,17951,19301,18193,0,59441,17089,90177,33121,33574,64472,15341,36395,51374,22589,7654,10785,33879,21471
19,99245,58227,22390,167148,83536,39148,83977,50948,83530,45063,90786,162577,24712,96600,63383,48877,40148,76425,59441,0,72221,144241,91991,36213,25829,55376,72880,31904,39074,66925,48899,47360,56180
20,41700,14316,50013,103158,22380,66591,19964,21588,11960,46159,47296,102741,51291,26968,28783,24041,33590,20446,17089,72221,0,88312,28713,40290,72023,17686,25011,57090,33184,14780,26601,35323,37726
21,47557,95611,126573,31199,66902,152616,97696,100689,78409,100014,53629,19924,119558,64306,81404,107611,106889,72181,90177,144241,88312,0,59622,123744,154294,103004,110818,141548,112429,82960,98391,122371,88122
22,13657,37074,71495,76460,8476,93855,41183,43164,19915,53763,26231,74653,67986,12037,30854,49123,52020,15609,33121,91991,28713,59622,0,65715,97238,43916,52216,83374,55606,25466,43177,63067,41277
23,76273,28646,15529,142085,57549,29259,48452,23059,52244,40486,73907,140103,26402,66943,44843,16675,20750,51622,33574,36213,40290,123744,65715,0,31813,22641,36670,17803,12523,40848,26886,11595,43954
24,107163,60289,28873,173692,88946,15248,77777,54126,83984,61406,102690,171230,40291,98753,73481,48454,47696,82665,64472,25829,72023,154294,97238,31813,0,54432,63738,15808,41936,72006,55941,38582,69515
25,55495,8002,32993,119896,36134,49945,29792,8916,29619,38097,56381,118568,36598,44331,29995,6526,19847,31175,15341,55376,17686,103004,43916,22641,54432,0,24084,39777,16503,20744,16891,19423,34459
26,65735,29350,51409,121938,47013,53666,15519,32978,32527,62167,72300,123531,58596,46725,50937,28230,43359,45425,36395,72880,25011,110818,52216,36670,63738,24084,0,47960,37760,38072,40886,26015,57511
27,94074,46312,22061,159625,75275,12238,61985,40860,69017,54293,91379,157858,35409,84007,62157,34251,36955,69421,51374,31904,57090,141548,83374,17803,15808,39777,47960,0,29654,58643,44180,22859,60056
28,65227,19495,16836,132026,47215,41531,46040,12539,44689,29251,61724,129299,20853,58441,32517,10229,8581,40764,22589,39074,33184,112429,55606,12523,41936,16503,37760,29654,0,30194,14529,19095,31505
29,35437,12876,46060,101834,17033,69668,34730,17895,19976,33552,35858,99302,43538,30073,14033,24685,26786,10783,7654,66925,14780,82960,25466,40848,72006,20744,38072,58643,30194,0,18051,40054,23574
30,51587,12972,28550,119063,34703,56044,44218,8000,36208,21331,47205,115657,25647,47997,17990,15213,8852,27726,10785,48899,26601,98391,43177,26886,55941,16891,40886,44180,14529,18051,0,30686,18550
