Cluster ID,Latitude,Longitude,Average Count,Average GDD
1,43.93355686615385,-89.83070130538462,4.218894076009461,16.333690500942392
2,43.16530781333333,-89.92639401666668,3.7721774753024766,18.51797412792795
3,44.267170962,-89.618190286,4.237781662781663,15.338050826591948
4,44.054732859285714,-89.5647432142857,3.4943250566637665,16.706223646984093
5,44.483552325,-89.33694163333332,2.628402264402264,15.216696534625813
6,43.69267297666667,-89.72334802066665,3.240750222000222,17.13389411613205
7,44.183477092000004,-89.953591138,4.169654394750548,16.79893043837863
8,44.35773163833333,-89.17325395583333,2.733899909614195,17.06899817502069
9,43.88031078230769,-89.71432787461539,3.101899398910269,16.929449674539622
10,44.00383801,-89.32143526909093,2.6527324947779487,16.827745288479935
11,44.15818741888889,-89.56126217222221,3.7717260150960157,16.673333900392546
12,44.622487250000006,-89.44610075000001,3.3563762626262617,14.8323921040392
13,43.6851135475,-89.511814935,1.799148516414141,16.43357786120959
14,43.20684139777777,-90.15198116,4.746143279797126,17.29965536596921
15,44.214258398571424,-89.64925687928573,4.625691257527192,16.632682314765052
16,44.12592838999999,-89.72391099222223,4.3907431249306255,16.39432206947215
17,44.307028706,-89.503817854,5.804863469863469,15.72121947986605
18,44.2418613636842,-89.37545466631578,3.093577821372177,15.436908894837869
19,44.35271506866666,-89.32306522733332,3.135803986218459,16.01879861833603
20,43.274636804285706,-89.78961519142857,4.938723544973545,18.3414209734311
21,43.949153322499996,-89.64384412499999,3.237837650503092,16.8584772903358
22,44.24979544875,-89.20591741749999,2.212214987393559,17.261155566174356
23,44.05635476,-89.81923300700002,3.289616963724107,16.593986833968227
24,44.43388731666667,-89.61695549166666,4.914028471528471,16.691649248121752
25,43.82010969333333,-89.82704479222224,4.11886863136863,16.52220470072834
26,43.863434294166666,-89.92510132416665,2.950072744715603,17.30103685183552
27,44.63636575099999,-89.290476998,3.93220984144061,16.002854866883986
28,43.785979429090915,-89.70611416818184,2.6114586293336286,16.454498509589367
29,44.01458372846154,-89.64649537615385,3.874369530469531,17.32993129082108
30,44.11167528,-90.06123747,3.798156149406148,16.928954143801146
31,43.955436445,-89.45819381300001,2.657194368131868,16.910905699645443
32,43.7380023875,-89.34753153250001,0.24020833333333325,16.383971653523048
33,44.54742976,-89.04897716,3.3409090909090953,16.9027859455684
34,44.31625010571429,-89.9461058657143,4.180724010837647,15.479374179621965
35,43.982404545,-89.9209452675,2.2467068521756026,16.640510688491915
36,44.12233115923076,-89.64538621384617,4.384930753770039,16.470752288117538
37,44.17038525,-89.43668936200001,3.5424485770639618,15.298879333209053
38,44.011446629999995,-89.13925977,1.9285714285714275,18.08783082401185
39,44.492868865,-89.46201871,5.7151010101010105,16.366314924476782
40,44.251076175,-89.429377345,3.4175787175787167,15.718470842427589
41,44.020278626999996,-89.426439633,2.040723043296573,17.556512009931634
42,43.60678075333333,-89.62254918999999,3.282330687830688,17.3642378951494
43,44.24562291454545,-89.55017635363636,3.3435164280164287,16.419970670945396
44,44.07874967227273,-89.55828659681819,4.067572790857647,16.63255028857752
45,44.20947340266667,-89.515067078,4.064749475524476,15.989974124686276
46,43.924362384,-89.65377563666667,3.394557591879021,16.977869043699386
47,44.01354078923076,-89.59794745192309,3.2451853654243354,17.23671853847992
48,43.171135789999994,-90.06941671666668,2.6748241341991355,17.884406163729142
49,44.6067666,-89.52228990214284,4.575627088685124,15.719673474990097
50,44.19902382272727,-89.59581460545456,4.5252913185299555,16.720198870397972
51,44.36130926727272,-89.64271530363636,4.491100739538239,16.81174184637552
