0.000000,0.000000,1.000000,2.000000,3.000000,4.000000,5.000000,6.000000,7.000000,8.000000,9.000000,10.000000,11.000000,12.000000,13.000000,14.000000,15.000000,16.000000,17.000000,18.000000,19.000000,20.000000,21.000000,22.000000,23.000000,24.000000,25.000000,26.000000,27.000000,28.000000,29.000000,30.000000,31.000000,32.000000
0.000000,0.000000,0.000442,0.000018,0.000061,0.007629,0.000001,0.000225,0.000263,0.001880,0.000172,0.008996,0.000089,0.000031,0.005138,0.001483,0.000133,0.000130,0.004585,0.000749,0.000003,0.000834,0.000464,0.013769,0.000026,0.000001,0.000210,0.000075,0.000004,0.000079,0.001560,0.000310,0.000030,0.000612
1.000000,0.000115,0.000000,0.000374,0.000000,0.000775,0.000047,0.000617,0.006764,0.001120,0.000474,0.000111,0.000000,0.000348,0.000285,0.001494,0.004204,0.002044,0.001340,0.006608,0.000042,0.003360,0.000001,0.000345,0.000802,0.000034,0.006317,0.000747,0.000137,0.002002,0.003880,0.003843,0.000928,0.000842
2.000000,0.000011,0.000866,0.000000,0.000000,0.000060,0.001093,0.000068,0.001770,0.000069,0.001203,0.000019,0.000000,0.008532,0.000018,0.000353,0.002300,0.004498,0.000118,0.000698,0.003465,0.000219,0.000000,0.000026,0.006881,0.001812,0.001200,0.000190,0.003581,0.006038,0.000325,0.001871,0.002160,0.000558
3.000000,0.000205,0.000002,0.000000,0.000000,0.000038,0.000000,0.000004,0.000001,0.000019,0.000001,0.000066,0.041387,0.000000,0.000088,0.000006,0.000001,0.000001,0.000020,0.000003,0.000000,0.000006,0.008053,0.000087,0.000000,0.000000,0.000001,0.000001,0.000000,0.000000,0.000007,0.000001,0.000000,0.000002
4.000000,0.003144,0.001226,0.000041,0.000005,0.000000,0.000004,0.000501,0.000683,0.004227,0.000221,0.001559,0.000006,0.000057,0.004298,0.002183,0.000367,0.000286,0.010713,0.001885,0.000005,0.002372,0.000028,0.009528,0.000070,0.000003,0.000600,0.000202,0.000012,0.000198,0.004049,0.000692,0.000087,0.000749
5.000000,0.000002,0.000226,0.002275,0.000000,0.000013,0.000000,0.000071,0.000368,0.000027,0.000088,0.000002,0.000000,0.000608,0.000006,0.000041,0.000752,0.000500,0.000022,0.000129,0.001350,0.000087,0.000000,0.000006,0.003629,0.014733,0.000459,0.000316,0.019908,0.001064,0.000064,0.000249,0.002959,0.000049
6.000000,0.000246,0.002598,0.000123,0.000001,0.001333,0.000062,0.000000,0.001409,0.006874,0.000089,0.000094,0.000001,0.000077,0.002086,0.000452,0.001648,0.000426,0.001240,0.001569,0.000013,0.008038,0.000003,0.000963,0.000466,0.000025,0.003008,0.012538,0.000120,0.000593,0.001836,0.000711,0.001168,0.000188
7.000000,0.000065,0.006378,0.000722,0.000000,0.000407,0.000072,0.000316,0.000000,0.000510,0.000716,0.000077,0.000000,0.000673,0.000134,0.001299,0.005891,0.003920,0.000757,0.004634,0.000081,0.001531,0.000001,0.000177,0.001322,0.000059,0.005436,0.000490,0.000223,0.003784,0.002215,0.005958,0.001174,0.000978
8.000000,0.001003,0.002292,0.000061,0.000003,0.005470,0.000011,0.003343,0.001106,0.000000,0.000136,0.000384,0.000003,0.000060,0.006249,0.001083,0.000794,0.000350,0.004336,0.002224,0.000007,0.008703,0.000011,0.003928,0.000155,0.000006,0.001489,0.001113,0.000029,0.000330,0.003904,0.000770,0.000261,0.000384
